"Código del artículo","Título","DOI o URL","Autor principal","Año de la publicación","Región geográfica  del estudio","Sitio del estudio (País, ciudad o ubicación geográfica)","Tipo de estudio","Grupo especifico poblacional","Periodos de estudio(Fechas)","Tiempo de duración del estudio","Fuente de información del incendio","Año/Periodo del incendio","Localización del incendio","Tipo de vegetación de la quema","Estacionalidad","Intensidad","Extensión (Área quemada)","Clasificación del area de extensión","Numero de incendios","Duración","Distancia al lugar de estudio","Metodología empleada para determinar la trayectoria del incendio","Métodos para establecer el transporte del contamiante","Metodología para establecer la relación entre el incendio contam","Contaminante medido(PM2,5 o  black carbon)","Nivel de exposición (Individual o poblacional)","Unidad de tiempo de medición de la exposición","Forma para establecer la exposición: Técnica de medición (Selecc","¿Cúal?","Tipo de modelación empleada (solo para las aproximaciones por mo","Técnica en función del sitio (en el caso de que sea modelación)","Fuente de información de la exposición (en caso de datos secunda","Concentración estudiada del contaminate","Unidad de análisis","Co-variables de ajuste de la exposición mod","Tamaño de la unidad de análisis","Tipo de evento (Seleccione la opción)","Identificación de casos del evento (morbilidad)","Unidad de tiempo de medición del evento","Fuentes de 0ormación en salud","Tipo de fuente de información en salud (Seleccione la opción )","Método estadístico de análsis usado para establecer la relacion","Edades-Grupos etarios","Evento en salud","Clasificación CIE (Si lo hay)","Código de la CIE (Si lo hay)","Tipo de medida de asociación epidemiologica","Otro (Tipo de medida de asociación epidemiologica)","Co-variables de ajuste","Resultados ajustados","Intervalo de confianza inicio","Intervalo de confianza final","Caracteristicas adicionales del resultado","Temporalidad del rezago","Rezago puntual","Períodos de rezago acumulado","Observaciones"
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-4","Índice respiratorio","S.I","S.I","RR","","Temperatura diaria; humedad relativa","1.70","1.32","2.19","Urgencias; 22 -26 de octubre","Día","","",""
"PM AME 022","","10.1161/JAHA.117.007492","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",">65","Fracturas de huesos largos","CIE-9","812 a 813, 820 a 821, 823","RR","","índice de calor; día de la semana; tendencia temporal; compensación logarítmica de población","1.03","0.93","1.14","Densidad del humo: luz; día sin humo","Día","3","",""
"PM AME 022","","10.1161/JAHA.117.007492","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",">65","Fracturas de huesos largos","CIE-9","812 a 813, 820 a 821, 823","RR","","índice de calor; día de la semana; tendencia temporal; compensación logarítmica de población","1.04","0.87","1.23","Densidad del humo: medio; día sin humo","Día","3","",""
"PM AME 022","","10.1161/JAHA.117.007492","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",">65","Fracturas de huesos largos","CIE-9","812 a 813, 820 a 821, 823","RR","","índice de calor; día de la semana; tendencia temporal; compensación logarítmica de población","1.15","0.86","1.54","Densidad del humo: denso; día sin humo","Día","3","",""
"PM AME 022","","10.1161/JAHA.117.007492","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",">65","Fracturas de huesos largos","CIE-9","812 a 813, 820 a 821, 823","RR","","índice de calor; día de la semana; tendencia temporal; compensación logarítmica de población","1.11","1.00","1.22","Densidad del humo: luz; día sin humo","Día","4","",""
"PM AME 022","","10.1161/JAHA.117.007492","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",">65","Fracturas de huesos largos","CIE-9","812 a 813, 820 a 821, 823","RR","","índice de calor; día de la semana; tendencia temporal; compensación logarítmica de población","1.10","0.93","1.31","Densidad del humo: medio; día sin humo","Día","4","",""
"PM AME 022","","10.1161/JAHA.117.007492","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",">65","Fracturas de huesos largos","CIE-9","812 a 813, 820 a 821, 823","RR","","índice de calor; día de la semana; tendencia temporal; compensación logarítmica de población","1.24","0.94","1.64","Densidad del humo: denso; día sin humo","Día","4","",""
"PM AME 020","","10.1016/j.envint.2019.04.049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","0.921","0.178","4.769","Urgencias; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.846","0.426","1.681","Urgencias; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","2.088","1.264","3.45","Urgencias; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","21.59","7.498","62.19","Urgencias; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","8.578","1.693","43.45","Urgencias; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.754","0.215","2.651","Urgencias; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","4.209","0.689","25.70","Urgencias; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.805","0.365","1.772","Urgencias; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","0.515","0.205","1.294","Hospitalizaciones; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","2.598","0.225","30.0","Hospitalizaciones; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","2.044","0.323","12.96","Hospitalizaciones; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.117","0.031","0.433","Hospitalizaciones; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","3.148","0.006","1606.2","Hospitalizaciones; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","8.651","0.094","794.87","Hospitalizaciones; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","0.701","0.255","1.927","Hospitalizaciones; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","7.654","0.705","83.06","Hospitalizaciones; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","2.927","0.438","19.57","Hospitalizaciones; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.179","0.042","0.752","Hospitalizaciones; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","0.142","0.00","105.9","Hospitalizaciones; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.796","0.005","135.03","Hospitalizaciones; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","1.931","0.7","5.326","Hospitalizaciones; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","52.03","5.042","536.9","Hospitalizaciones; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","7.325","1.074","49.95","Hospitalizaciones; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.459","0.102","2.062","Hospitalizaciones; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","0.157","0.00","110.2","Hospitalizaciones; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.34","0.001","86.45","Hospitalizaciones; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","3.188","1.086","9.361","Hospitalizaciones; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","196.8","15.33","2524.7","Hospitalizaciones; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","6.102","0.745","50.00","Hospitalizaciones; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.932","0.195","4.447","Hospitalizaciones; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","0.022","0.00","38.98","Hospitalizaciones; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.224","0.001","62.16","Hospitalizaciones; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","1.171","0.791","1.734","Urgencias; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","1.124","0.45","2.808","Urgencias; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","3.621","0.975","13.45","Urgencias; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.243","0.082","0.716","Urgencias; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","0.786","0.153","4.042","Urgencias; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","1.673","0.896","3.124","Urgencias; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","0.932","0.594","1.463","Urgencias; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","2.869","1.064","7.741","Urgencias; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","2.798","0.691","11.33","Urgencias; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.21","0.062","0.71","Urgencias; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","2.292","0.457","11.49","Urgencias; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.621","0.315","1.224","Urgencias; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","1.68","1.097","2.573","Urgencias; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","5.564","2.134","14.507","Urgencias; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","5.51","1.4","21.688","Urgencias; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.766","0.26","2.257","Urgencias; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","1.474","0.32","6.785","Urgencias; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.983","0.504","1.918","Urgencias; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","2.37","1.47","3.822","Urgencias; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","22.47","8.313","60.76","Urgencias; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","8.445","1.735","41.11","Urgencias; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.806","0.24","2.715","Urgencias; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","6.166","1.132","33.58","Urgencias; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.848","0.397","1.81","Urgencias; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","0.461","0.185","1.147","Hospitalización; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","2.187","0.196","24.44","Hospitalización; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","1.827","0.301","11.08","Hospitalización; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.106","0.028","0.397","Hospitalización; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","2.082","0.006","769.8","Hospitalización; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","6.702","0.079","571.7","Hospitalización; segundo quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","0.604","0.227","1.608","Hospitalización; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","5.961","0.568","62.58","Hospitalización; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","2.443","0.395","15.12","Hospitalización; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.161","0.039","0.665","Hospitalización; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","0.089","0.00","51.43","Hospitalización; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.735","0.005","110.6","Hospitalización; tercer quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","1.59","0.607","4.163","Hospitalización; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","37.56","3.94","358.0","Hospitalización; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","5.832","0.941","36.17","Hospitalización; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.401","0.095","1.686","Hospitalización; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","0.157","0.00","88.20","Hospitalización; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.254","0.001","46.41","Hospitalización; cuarto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","2.514","0.901","7.019","Hospitalización; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","139.5","12.33","1579.5","Hospitalización; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","4.776","0.614","37.15","Hospitalización; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.788","0.176","3.53","Hospitalización; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","0.064","0.00","78.75","Hospitalización; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.122","0.001","25.43","Hospitalización; quinto quintil","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","0.979","0.901","1.064","Hospitalización; antes del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","1.228","1.025","1.472","Hospitalización; antes del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","0.831","0.698","0.989","Hospitalización; antes del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.94","0.838","1.055","Hospitalización; antes del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","1.061","0.665","1.692","Hospitalización; antes del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.862","0.545","1.363","Hospitalización; antes del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","1.039","1.017","1.061","Hospitalización; durante el incendio","Día","","",""
